,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux_Density,Unc_Flux_Density,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Index,Unc_PL_Index,LP_SigCurv,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,PLEC_SigCurv,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,Npred,ASSOC_GAM,TEVCAT_FLAG,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,ASSOC_PROB_BAY
53,FL8Y J0013.9-1854 ,3.4751,-18.9143,74.562004,-78.09017,0.0375,0.0352,-59.88,1247,                  ,11.385701,2827.1758,3.4398926e-14,4.952803e-15,2.711248e-10,3.903732e-11,3.100102e-12,4.6343127e-13,PowerLaw         ,1.9271028,0.100345284,1.7490107,1.8166255,0.1592559,0.117067076,0.081837624,2.0718718,1.4786569,0.30046892,0.0018447957,0.0012582648,0.6666667,,226.57912,3FHL J0013.8-1855 ,P,SHBL J001355.9-185406   ,bll    ,RBS 0030                  ,                          ,0.9993863
54,FL8Y J0014.1+1910 ,3.5393,19.175,110.89409,-42.82366,0.0921,0.0706,46.58,1133,                  ,5.8531556,1550.215,8.613209e-14,1.6981142e-14,1.8323097e-10,3.7090536e-11,2.1730792e-12,4.3697302e-13,PowerLaw         ,2.2660568,0.13659817,2.4814224,2.0609055,0.29189175,0.37016806,0.21901254,2.6223927,1.0485755,0.7427457,0.009868143,0.005954451,0.6666667,,243.85205,2FGL J0013.8+1907 ,N,                        ,bll    ,87GB 00113+1854           ,                          ,0.9905958
55,FL8Y J0014.2-5022 ,3.5585,-50.3805,317.4289,-65.68762,0.0593,0.0538,-40.24,1240,                  ,9.1366825,3126.594,2.3152929e-14,3.7187842e-15,2.2157996e-10,3.5727695e-11,2.532624e-12,4.1557892e-13,PowerLaw         ,1.9280035,0.113261744,2.0843556,1.7611028,0.21008296,0.18896163,0.12271993,2.1059628,1.3699822,0.34737965,0.0023143052,0.0015211506,0.6666667,,213.12509,3FHL J0014.0-5024 ,N,                        ,bll    ,RBS 0032                  ,                          ,0.999748
56,FL8Y J0014.2-0500 ,3.5696,-5.0125,99.4703,-66.1769,0.054,0.046,-15.12,316,                  ,11.167878,1803.1681,1.4047792e-13,1.7819129e-14,4.1680884e-10,5.3280286e-11,5.148376e-12,7.3437415e-13,PowerLaw         ,2.3235652,0.10373147,1.0221095,2.3137531,0.12443135,0.057087146,0.06275858,1.0415922,2.1570299,0.21347335,0.001129483,0.0013161611,0.6666667,,563.855,3FGL J0014.3-0455 ,N,                        ,bcu    ,RFC J0014-0459            ,                          ,0.9930322
57,FL8Y J0014.3+0855 ,3.5754,8.9297,107.63513,-52.835564,0.1112,0.0884,-0.3,494,                  ,5.1141906,859.7422,4.573385e-13,8.819041e-14,1.9880929e-10,4.564343e-11,3.161699e-12,6.6214796e-13,PowerLaw         ,2.56152,0.15833932,0.38718376,2.5834181,0.14678103,-0.033237398,0.0794708,0.47873813,2.609186,0.17975673,-0.00038337134,0.0005819729,0.6666667,,388.39734,                  ,N,                        ,bll    ,MS 00117+0837             ,                          ,0.9972938
58,FL8Y J0014.7+5801 ,3.6774,58.0255,118.06961,-4.499088,0.0308,0.0278,-55.21,1224,                  ,10.339013,6318.8643,1.0107536e-14,1.4983599e-15,3.693701e-10,6.306936e-11,4.2609917e-12,6.482139e-13,PowerLaw         ,1.9077277,0.10422882,0.4939726,1.885435,0.12336729,0.027267152,0.05777877,0.74913347,1.7883213,0.20093824,0.00024353656,0.0003703453,0.6666667,,313.47116,3FHL J0014.7+5801 ,N,                        ,bll    ,1RXS J001442.2+580201     ,                          ,0.99993044
59,FL8Y J0014.8+3210 ,3.709,32.1807,113.98586,-30.05444,0.1574,0.126,54.39,235,                  ,9.425769,475.56116,3.0729707e-12,3.4430472e-13,2.214403e-10,3.8169048e-11,4.7822714e-12,5.5412115e-13,PowerLaw         ,2.7705467,0.10033554,2.7879202,2.538656,0.18576232,0.34360608,0.17083019,2.7890546,1.8479245,0.48826396,0.016162744,0.009220624,0.6666667,,724.1965,                  ,N,                        ,bcu    ,VCS J0015+3216            ,                          ,0.96706873
60,FL8Y J0014.8+6118 ,3.7223,61.3036,118.55781,-1.2573627,0.029,0.028,-82.36,1224,                  ,14.751896,3625.091,6.5132334e-14,6.0021458e-15,8.7160634e-10,8.364516e-11,9.6852405e-12,9.393582e-13,PowerLaw         ,2.0770018,0.06852489,2.5235987,1.9324088,0.12542613,0.14306067,0.074860856,2.9679072,1.5141952,0.2708834,0.0021159244,0.001078798,0.6666667,,794.6981,3FHL J0014.9+6118 ,N,                        ,bcu    ,4C +60.01                 ,                          ,0.99923664
61,FL8Y J0015.3+3537 ,3.8253,35.6185,114.719,-26.676298,0.0621,0.0509,-87.64,235,                  ,5.469874,3707.5603,9.371122e-15,2.3185026e-15,1.313793e-10,3.432351e-11,1.4598482e-12,3.8628733e-13,PowerLaw         ,2.076562,0.20307045,0.8029374,2.113598,0.15728073,-0.05814358,0.0635288,0.06435899,2.0774007,0.29930905,-3.4549637e-05,0.0005864754,0.6666667,,147.04814,                  ,N,                        ,bll    ,SHBL J00154+3536          ,                          ,0.9985264
62,FL8Y J0015.6+5551 ,3.9054,55.864,117.8872,-6.656535,0.0329,0.0287,70.18,1224,                  ,11.106848,4973.4873,1.6342166e-14,2.2337362e-15,3.9018744e-10,5.868608e-11,4.4068343e-12,6.165027e-13,PowerLaw         ,1.9598516,0.101586044,0.61527675,1.9809853,0.09439945,-0.027867813,0.039990768,0.19329469,1.980439,0.14834742,-5.6802804e-05,0.00024427753,0.6666667,,364.10086,3FHL J0015.7+5551 ,N,                        ,bll    ,GB6 J0015+5551            ,                          ,0.9999196
63,FL8Y J0015.9+2441 ,3.9882,24.6932,112.762794,-37.476864,0.0428,0.0408,0.78,1342,                  ,8.288303,2335.3738,4.1131415e-14,7.0417068e-15,2.2050256e-10,3.77431e-11,2.4919736e-12,4.4633058e-13,PowerLaw         ,2.165779,0.15385593,0.8730579,2.228647,0.1337964,-0.050536077,0.050195593,0.22045967,2.1040208,0.27552634,0.000172957,0.0007708577,0.6666667,,265.03955,                  ,N,                        ,bcu    ,WISE J001603.62+244014.7  ,                          ,0.9947973
64,FL8Y J0016.2-0016 ,4.0554,-0.2731,104.0055,-61.843895,0.0627,0.0575,24.27,1295,                  ,19.700027,452.71136,7.8454e-12,4.804484e-13,4.891831e-10,4.898911e-11,1.0668647e-11,6.723282e-13,PowerLaw         ,2.7766566,0.0585716,3.667972,2.6492264,0.08984746,0.21155247,0.07034772,3.7199776,2.1461337,0.22942181,0.011367011,0.0043856534,0.6666667,,1405.793,3FGL J0016.3-0013 ,N,                        ,fsrq   ,S3 0013-00                ,                          ,0.99837285
65,FL8Y J0016.3+1706 ,4.0793,17.1057,111.03488,-44.953217,0.1745,0.1501,89.23,1303,                  ,5.830456,656.7735,8.878934e-13,1.5082437e-13,1.7920092e-10,3.899828e-11,3.1543798e-12,5.6064804e-13,PowerLaw         ,2.6358259,0.13232724,2.821794,2.388853,0.2599002,0.43756813,0.23391055,2.7888515,1.2938359,0.81924707,0.019814845,0.013246124,0.6666667,,425.60068,3FGL J0016.5+1713 ,N,                        ,       ,                          ,                          ,0.0
66,FL8Y J0017.0-0650 ,4.2631,-6.8399,99.45285,-68.13014,0.0569,0.0475,-51.77,587,                  ,10.846212,1012.6555,4.590319e-13,5.2790827e-14,3.405388e-10,4.5174982e-11,4.44443e-12,5.2126326e-13,PowerLaw         ,2.3871849,0.094514176,0.67670023,2.3648107,0.11018022,0.038796388,0.060780216,0.6739492,2.2948968,0.17473416,0.000748368,0.0012855987,0.6666667,,519.06854,3FGL J0017.2-0643 ,N,                        ,bcu    ,PMN J0017-0650            ,                          ,0.99719304
67,FL8Y J0017.2-4604 ,4.3081,-46.0797,320.37427,-69.8728,0.1862,0.1409,85.86,994,                  ,4.992678,688.1877,4.6770384e-13,9.224108e-14,1.00205844e-10,2.6974575e-11,1.9420123e-12,4.3525776e-13,PowerLaw         ,2.7011783,0.19112387,0.22648469,2.7088625,0.2017613,-0.020668002,0.10202966,0.12289296,2.6494412,0.31952715,0.00059558364,0.0028600218,0.6666667,,320.0088,                  ,N,                        ,       ,                          ,                          ,0.0
68,FL8Y J0017.4+6626 ,4.3748,66.4469,119.54442,3.7986283,0.0969,0.071,77.54,305,                  ,5.8734417,2129.482,1.0945468e-13,1.9111762e-14,4.8267074e-10,8.448019e-11,7.1253147e-12,1.7758372e-12,PowerLaw         ,2.5019748,0.13802063,0.41821575,2.51922,0.12593968,-0.027193855,0.06176806,0.5205977,2.5461638,0.14650118,-0.00028473733,0.0003720151,0.6666667,,607.5136,                  ,N,                        ,       ,                          ,                          ,0.0
69,FL8Y J0017.5-0513 ,4.3998,-5.2319,101.22382,-66.66679,0.0479,0.0416,33.18,316,                  ,23.052296,706.9828,3.2239283e-12,1.845793e-13,8.5036106e-10,6.3458086e-11,1.3496884e-11,8.003076e-13,PowerLaw         ,2.5600116,0.048680488,2.7376142,2.5239716,0.06169093,0.105031565,0.04419187,2.3364506,2.3355136,0.12424225,0.0030408811,0.001638202,0.6666667,,1676.4031,3FGL J0017.6-0512 ,N,                        ,FSRQ   ,PMN J0017-0512            ,                          ,0.9988823
70,FL8Y J0017.9+1455 ,4.4898,14.9234,110.99152,-47.170692,0.1028,0.0883,74.23,1303,                  ,7.177608,1816.3636,7.481074e-14,1.2828983e-14,2.326024e-10,4.0540748e-11,2.6302992e-12,4.5231795e-13,PowerLaw         ,2.1675866,0.13174143,1.6473306,2.006382,0.25462225,0.23438287,0.25025833,1.5780271,1.1852503,1.0537959,0.0076231332,0.008783023,0.6666667,,261.43372,                  ,N,                        ,bll    ,RFC J0017+1451            ,                          ,0.88787264
71,FL8Y J0018.4+2946 ,4.6221,29.7789,114.44824,-32.549488,0.035,0.0336,-1.72,1395,                  ,11.6861105,5964.4316,8.6921505e-15,1.3155146e-15,2.4601052e-10,3.915419e-11,3.3918064e-12,5.4043364e-13,PowerLaw         ,1.6831733,0.09316687,2.310956,1.5314991,0.15839382,0.15108219,0.08307827,2.2907891,1.2615429,0.2570344,0.0010012053,0.0006201328,0.6666667,,166.49045,3FHL J0018.6+2946 ,N,                        ,bll    ,RBS 0042                  ,                          ,0.99970305
72,FL8Y J0019.2-5640 ,4.8081,-56.6823,311.75363,-59.890938,0.0756,0.0578,-71.07,1356,                  ,9.619621,1391.7781,1.3480108e-13,1.8282329e-14,2.2336658e-10,3.2322665e-11,2.6706179e-12,3.6871398e-13,PowerLaw         ,2.2786076,0.115290485,0.40834457,2.2593513,0.13232884,0.027319517,0.070852906,0.65070164,2.140154,0.2515216,0.0009703215,0.0017734192,0.6666667,,369.33673,3FGL J0019.1-5645 ,N,                        ,bcu    ,PMN J0019-5641            ,                          ,0.99759907
73,FL8Y J0019.4-8152 ,4.8598,-81.8772,304.3102,-35.16524,0.0348,0.0304,-66.6,261,                  ,17.397623,1940.5576,1.6823821e-13,1.4269815e-14,6.076925e-10,5.2136125e-11,6.8034033e-12,5.7720105e-13,PowerLaw         ,2.1317978,0.066676185,0.9456043,2.1056466,0.07959197,0.033475887,0.038552158,1.5300195,1.9805616,0.13570522,0.00078090135,0.0006488893,0.6666667,,713.3801,3FHL J0019.1-8151 ,N,                        ,bll    ,PMN J0019-8152            ,                          ,0.9998168
74,FL8Y J0019.6+7327 ,4.9071,73.4566,120.63405,10.726932,0.0332,0.0316,-42.49,233,                  ,24.565296,1085.8898,1.8754135e-12,9.8771895e-14,1.4161033e-09,8.181983e-11,2.533343e-11,1.7054392e-12,PowerLaw         ,2.6471097,0.045614056,2.4554021,2.6279743,0.05592093,0.0782333,0.03547946,2.8476422,2.383554,0.1198133,0.002769108,0.0012111218,0.6666667,,2639.3718,                  ,N,                        ,fsrq   ,CGRaBS J0019+7327         ,                          ,0.99985915
75,FL8Y J0019.6+2022 ,4.9176,20.3822,112.91547,-41.87087,0.0584,0.0529,-64.11,1133,                  ,10.051262,1529.5763,1.4521815e-13,1.938594e-14,3.0289185e-10,4.2076793e-11,3.5304739e-12,4.756889e-13,PowerLaw         ,2.2364268,0.10473656,1.3591318,2.2099302,0.1373138,0.10579388,0.09639029,1.0834938,1.9132078,0.3505809,0.0028018462,0.0031033952,0.6666667,,386.99515,3FGL J0019.4+2021 ,N,                        ,bll    ,PKS 0017+200              ,                          ,0.9979462
76,FL8Y J0021.0+0322 ,5.2571,3.374,108.2363,-58.627396,0.0477,0.0395,-34.77,552,                  ,7.14095,3982.3489,1.1603547e-14,2.4387038e-15,1.7462942e-10,3.7647132e-11,2.0339461e-12,4.3170393e-13,PowerLaw         ,1.8890358,0.143669,1.1013635,1.7788417,0.23820783,0.103387356,0.116630815,1.3122367,1.501561,0.40092108,0.0012251373,0.0012581209,0.6666667,,128.67332,3FGL J0020.9+0323 ,N,                        ,bcu    ,RFC J0020+0323            ,                          ,0.88066524
77,FL8Y J0021.3-5920 ,5.3461,-59.3388,310.03613,-57.372997,0.0512,0.048,-71.94,1403,                  ,11.37144,855.4205,5.450457e-13,5.9208626e-14,2.476091e-10,3.3665334e-11,3.6077521e-12,4.1155607e-13,PowerLaw         ,2.4909139,0.09956618,1.0122943,1.9556854,0.21376355,0.103785716,0.12885289,0.05688764,2.4904172,0.14429343,3.1459964e-05,0.00093802385,0.6666667,,576.4906,                  ,N,                        ,       ,                          ,                          ,0.0
78,FL8Y J0021.5-2552 ,5.3901,-25.8669,41.934216,-83.19845,0.0303,0.0274,-46.15,1188,                  ,21.393188,1407.6079,3.4391595e-13,2.5400958e-14,6.362552e-10,5.098715e-11,7.0862808e-12,5.492868e-13,PowerLaw         ,2.102513,0.058070343,1.278214,2.0667012,0.070511565,0.04253399,0.036657076,1.4359757,1.9872328,0.110218935,0.0007036143,0.000622,0.6666667,,706.23065,3FHL J0021.4-2550 ,N,                        ,bll    ,CRATES J002132.55-255049.3,                          ,0.9986225
79,FL8Y J0021.9-5140 ,5.4989,-51.6709,313.70178,-64.837296,0.0305,0.0257,52.44,1240,                  ,21.85815,1858.4713,1.7170717e-13,1.3065382e-14,5.8577515e-10,4.590293e-11,6.5374308e-12,5.3175503e-13,PowerLaw         ,2.0075448,0.05731649,1.5843391,1.9550154,0.0733199,0.05245574,0.036840778,1.7580329,1.8602034,0.11372464,0.0007051758,0.0005123185,0.6666667,,632.90686,3FHL J0021.8-5140 ,N,                        ,bll    ,1RXS J002159.2-514028     ,                          ,0.9998869
80,FL8Y J0022.0+0006 ,5.5126,0.1123,107.200714,-61.858562,0.0425,0.0375,64.32,1402,                  ,7.057868,22733.816,5.4336486e-16,1.4868957e-16,9.217869e-11,3.522617e-11,1.7966985e-12,4.9254394e-13,PowerLaw         ,1.4110332,0.17693746,0.7113461,1.4346272,0.14302279,-0.04939208,0.060426235,0.0,1.3726375,0.37862024,2.411821e-05,0.00030551417,0.6666667,,43.64481,3FHL J0022.0+0006 ,N,                        ,bll    ,1RXS J002200.9+000659     ,                          ,0.9990849
81,FL8Y J0022.1-1854 ,5.5301,-18.9092,82.05362,-79.373215,0.0217,0.0209,40.98,1247,                  ,25.639881,1994.738,2.0706965e-13,1.4174354e-14,8.3337337e-10,5.852029e-11,9.528725e-12,7.390604e-13,PowerLaw         ,1.9271653,0.04867993,3.2019026,1.8076322,0.07880929,0.107308626,0.040999684,3.275168,1.6356217,0.12271379,0.0013901609,0.0005934345,0.6666667,,695.69806,3FHL J0022.1-1855 ,N,                        ,bll    ,1RXS J002209.2-185333     ,                          ,0.99922115
82,FL8Y J0022.5+0608 ,5.6359,6.1354,110.00955,-56.009693,0.022,0.0211,-38.06,1355,                  ,42.648594,1168.2273,1.6313831e-12,6.3103006e-14,1.948276e-09,8.647724e-11,2.203344e-11,8.8602286e-13,PowerLaw         ,2.1678662,0.03207597,2.4145865,2.126046,0.04110401,0.046797622,0.021259671,2.723543,2.0408764,0.06370594,0.0009002077,0.00042164334,0.6666667,,2031.8262,3FHL J0022.4+0607 ,N,                        ,bll    ,PKS 0019+058              ,                          ,0.9998742
83,FL8Y J0023.2-6820 ,5.8103,-68.3338,306.85886,-48.578896,0.1067,0.082,-58.21,758,                  ,11.39313,513.5883,2.4306958e-12,2.3777145e-13,2.1561802e-10,3.2783803e-11,4.6889155e-12,4.8847753e-13,PowerLaw         ,2.7748659,0.09484487,1.2765332,2.708215,0.12497696,0.09982849,0.08776185,1.3037937,2.5194235,0.24840097,0.0039199097,0.003788629,0.6666667,,783.20166,3FGL J0021.6-6835 ,N,                        ,bcu    ,PKS 0021-686              ,                          ,0.98418814
84,FL8Y J0023.4+0920 ,5.8617,9.3476,111.43696,-52.898285,0.0453,0.0414,-55.8,494,                  ,22.75486,1000.25775,1.638818e-12,1.1807681e-13,1.212176e-09,8.567486e-11,7.796334e-12,6.2989403e-13,PLSuperExpCutoff2,2.2673256,0.047967684,6.9337883,1.9449228,0.26182342,0.41200942,0.08379008,7.080294,1.0004017,0.25608426,0.013153112,0.002818011,0.6666667,,945.4033,3FGL J0023.4+0923 ,N,                        ,PSR    ,PSR J0023+0923            ,                          ,0.9984105
85,FL8Y J0023.6-4208 ,5.922,-42.1491,321.826,-73.945816,0.1304,0.083,-54.84,683,                  ,4.8909383,3164.8818,1.2021021e-14,2.9841526e-15,1.1977312e-10,3.0249563e-11,1.3337804e-12,3.3209075e-13,PowerLaw         ,2.0220697,0.21664627,0.7628334,2.0625856,0.1778867,-0.053232253,0.062101934,0.5306912,2.1164844,0.25865012,-0.00024046494,0.00037685205,0.6666667,,125.17138,                  ,N,                        ,       ,                          ,                          ,0.0
86,FL8Y J0023.8+4457 ,5.9721,44.9511,117.82249,-17.647161,0.0777,0.0551,-57.76,783,                  ,13.948906,852.4831,9.527811e-13,8.307899e-14,4.3024873e-10,4.6091207e-11,6.246155e-12,5.6749164e-13,PowerLaw         ,2.4878078,0.07535355,1.5265106,2.4314716,0.09110888,0.082489245,0.05993829,1.3997519,2.3044477,0.1639832,0.0018471363,0.001586308,0.6666667,,902.28204,3FGL J0023.5+4454 ,N,                        ,fsrq   ,B3 0020+446               ,                          ,0.9934374
87,FL8Y J0023.9+1603 ,5.9905,16.0604,113.35601,-46.299854,0.0641,0.0569,-80.03,1303,                  ,8.513679,2124.0496,6.1518424e-14,9.605557e-15,2.7112873e-10,4.254453e-11,3.01321e-12,4.713222e-13,PowerLaw         ,2.0797484,0.11303958,2.258057,1.8513664,0.26274803,0.2555366,0.17033926,2.4400718,1.249808,0.52994317,0.0048753447,0.00331154,0.6666667,,270.9926,                  ,N,                        ,bll    ,RFC J0024+1602            ,                          ,0.99784875
88,FL8Y J0023.9-7204 ,5.9937,-72.0805,305.9078,-44.888725,0.0153,0.0152,-74.42,669,                  ,78.84489,967.2561,5.9525622e-12,1.6460834e-13,4.502479e-09,1.2183422e-10,2.6314916e-11,7.94641e-13,LogParabola      ,2.1017742,0.017639585,18.903702,1.7354144,0.042287327,0.38673627,0.030176152,19.288673,0.90151215,0.093523614,0.011871328,0.00096834946,0.6666667,,3574.3992,3FHL J0024.2-7205 ,N,                        ,glc    ,NGC 104                   ,                          ,0.9999261
89,FL8Y J0024.1+2401 ,6.0388,24.0238,114.972916,-38.425953,0.0667,0.0563,-61.39,1404,                  ,7.2679505,2672.9163,2.7583172e-14,5.1439913e-15,1.9585938e-10,3.6592993e-11,2.1756577e-12,4.0695962e-13,PowerLaw         ,2.0669575,0.14901195,0.15122257,2.0580904,0.16573605,0.010208008,0.07286417,0.70839053,1.9032552,0.32537308,0.00065447803,0.0012285887,0.6666667,,204.20207,                  ,N,                        ,       ,                          ,                          ,0.0
90,FL8Y J0024.6+4643 ,6.1587,46.7223,118.160904,-15.901004,0.2037,0.1044,-15.27,783,                  ,7.1549673,841.9558,5.2837476e-13,7.806628e-14,2.0901295e-10,3.7633598e-11,3.5607981e-12,5.9537054e-13,PowerLaw         ,2.6125941,0.1305473,0.9624349,2.6731553,0.11844826,-0.06001661,0.054146882,0.76054835,2.6697369,0.14168936,-0.00047178587,0.0004156906,0.6666667,,536.01733,3FGL J0022.7+4651 ,N,                        ,bcu    ,VCS J0024+4644            ,                          ,0.97248596
91,FL8Y J0024.7+0350 ,6.1949,3.8368,110.17452,-58.373093,0.0776,0.0671,17.85,1355,                  ,6.320413,1262.2389,1.5480114e-13,2.876796e-14,1.9428092e-10,3.835132e-11,2.5364346e-12,4.990873e-13,PowerLaw         ,2.387536,0.1390852,1.3162087,2.3561382,0.18442759,0.13282195,0.11842116,0.82902396,2.1950302,0.28711754,0.0016067014,0.0023222184,0.6666667,,285.4629,3FGL J0024.4+0350 ,N,                        ,fsrq   ,GB6 J0024+0349            ,                          ,0.9972514
